time,channel1
0.0,-0.009036022707147127
0.004,-0.009034676436743312
0.008,-0.009029315395670978
0.012,-0.009026526692691647
0.016,-0.009030950152589897
0.02,-0.009032993598738543
0.024,-0.009021406057048566
0.028,-0.008977267620237782
0.032,-0.008987821418581971
0.036000000000000004,-0.009000586946875286
0.04,-0.009011861961507238
0.044,-0.009027608517123285
0.048,-0.009000346541446033
0.052000000000000005,-0.008891226517108263
0.056,-0.008967266754380872
0.06,-0.009074487575827548
0.064,-0.009079488008756003
0.068,-0.009071746953934067
0.07200000000000001,-0.00906047193930212
0.076,-0.00904686499200642
0.08,-0.009016213299776709
0.084,-0.008976955093179752
0.088,-0.008979888039416635
0.092,-0.009000683109046987
0.096,-0.009007414461066062
0.1,-0.00902443516545715
0.10400000000000001,-0.009032056017564459
0.108,-0.009034291788056507
0.112,-0.009028473976668594
0.116,-0.009023233138310887
0.12,-0.009018136543210731
0.124,-0.009014626623943643
0.128,-0.009002678474109784
0.132,-0.008946736130722697
0.136,-0.008875744407464393
0.14,-0.008919618398303
0.14400000000000002,-0.008959958429331592
0.148,-0.0089880377834683
0.152,-0.009025516989888786
0.156,-0.009077973454551712
0.16,-0.009066193588518331
0.164,-0.009040013437272721
0.168,-0.009030228936302138
0.17200000000000001,-0.009024867895229804
0.176,-0.009019098164927741
0.18,-0.009007630825952389
0.184,-0.008989480216043814
0.188,-0.008988710918670206
0.192,-0.009000707149589914
0.196,-0.00901539592131725
0.2,-0.00899214871630852
0.20400000000000001,-0.008908271262042274
0.20800000000000002,-0.008957241847981037
0.212,-0.009021213732705164
0.216,-0.009025709314232189
0.22,-0.009025276584459533
0.224,-0.009001236041534268
0.228,-0.00894154337345084
0.232,-0.00899580287883316
0.23600000000000002,-0.009029435598385604
0.24,-0.009001115838819643
0.244,-0.008997389554666226
0.248,-0.008981041985477048
0.252,-0.00896854090315591
0.256,-0.008972796079253682
0.26,-0.008948707455242568
0.264,-0.008930364520990592
0.268,-0.008976858931008051
0.272,-0.00896717059220917
0.276,-0.00889586634189284
0.28,-0.008892692990226703
0.28400000000000003,-0.008952986671883266
0.28800000000000003,-0.009001115838819643
0.292,-0.009014001569827585
0.296,-0.009011573474992134
0.3,-0.00900178897402155
0.304,-0.009002822717367336
0.308,-0.00898580201297625
0.312,-0.00895940549684431
0.316,-0.008949572914787879
0.32,-0.009001067757733792
0.324,-0.008991980432508042
0.328,-0.00888692325992464
0.332,-0.008792780493829309
0.336,-0.00894382722502874
