time,channel4
0.0,0.011981950837208927
0.004,0.01196351174078525
0.008,0.011963896389472053
0.012,0.011967935200683498
0.016,0.011961203848664424
0.02,0.01196360790295695
0.024,0.01197894576934327
0.028,0.011984595296930705
0.032,0.011977335052967277
0.036000000000000004,0.011974498268902095
0.04,0.011966492768107982
0.044,0.011971204714521334
0.048,0.011981157499292393
0.052000000000000005,0.0119863021754784
0.056,0.011983393269784441
0.06,0.011969569957602415
0.064,0.011961155767578573
0.068,0.011963535781328175
0.07200000000000001,0.01197675807993707
0.076,0.01197634939070734
0.08,0.011972623106553924
0.084,0.011976469593421966
0.088,0.011964160835444231
0.092,0.011958944037629449
0.096,0.011969377633259014
0.1,0.011963896389472053
0.10400000000000001,0.011957958375369514
0.108,0.011958343024056317
0.112,0.011957405442882233
0.116,0.011956275537364745
0.12,0.011957838172654887
0.124,0.011957717969940261
0.128,0.011949568225888597
0.132,0.011941274238579382
0.136,0.011943077279298777
0.14,0.011955001388589707
0.14400000000000002,0.011945914063363957
0.148,0.011926705669566672
0.152,0.011933340859414044
0.156,0.01196122788920735
0.16,0.011961612537894155
0.164,0.011947933468969678
0.168,0.011946034266078584
0.17200000000000001,0.011967238024938666
0.176,0.011974161701301141
0.18,0.011976734039394145
0.184,0.011979065972057895
0.188,0.011970651782034053
0.192,0.011966877416794787
0.196,0.011965915795077777
0.2,0.0119636559840428
0.20400000000000001,0.01196392043001498
0.20800000000000002,0.011971252795607184
0.212,0.011974450187816245
0.216,0.011971589363208138
0.22,0.011968343889913228
0.224,0.011963367497527699
0.228,0.011959905659346461
0.232,0.011961203848664424
0.23600000000000002,0.01196853621425663
0.24,0.011959881618803535
0.244,0.011954184010130247
0.248,0.011945673657934704
0.252,0.011942380103553944
0.256,0.011952429050496703
0.26,0.011969257430544387
0.264,0.011980556485719262
0.268,0.011981133458749467
0.272,0.011974137660758217
0.276,0.011975267566275703
0.28,0.01197625322853564
0.28400000000000003,0.011970219052261397
0.28800000000000003,0.01196360790295695
0.292,0.01194980863131785
0.296,0.01195538603727651
0.3,0.011983249026526891
0.304,0.011991086243520526
0.308,0.011981494066893347
0.312,0.011973753012071412
0.316,0.011969137227829761
0.32,0.011973272201212906
0.324,0.01196807944394105
0.328,0.01195812665916999
0.332,0.01195584280759209
0.336,0.011952020361266974
0.34,0.011946587198565865
0.34400000000000003,0.011955506239991137
0.34800000000000003,0.01198452317530193
0.352,0.011998106082054703
0.356,0.011987143594480783
0.36,0.011982864377840087
0.364,0.011982864377840087
0.368,0.011988682189228
0.372,0.011982431648067431
0.376,0.01197589262039176
0.38,0.011974137660758217
0.384,0.011974498268902095
0.388,0.011975267566275703
0.392,0.011973921295871888
0.396,0.011964088713815456
0.4,0.011957453523968084
0.404,0.011967238024938666
0.40800000000000003,0.011973536647185085
0.41200000000000003,0.011972166336238344
0.41600000000000004,0.011970146930632622
0.42,0.011959713335003059
0.424,0.011957693929397335
0.428,0.011961564456808304
0.432,0.011968199646655676
0.436,0.011969690160317042
0.44,0.011966420646479207
0.444,0.011973248160669981
0.448,0.011975532012247882
0.452,0.011968800660228807
0.456,0.011966180241049954
0.46,0.011967238024938666
0.464,0.011970026727917997
