time,channel5
0.0,0.01619642629580811
0.004,0.016213831648886002
0.008,0.016212918108254842
0.012,0.016195128106490146
0.016,0.016195681038977425
0.02,0.01622099573067773
0.024,0.016225875960891558
0.028,0.016210610216134017
0.032,0.01620647524275087
0.036000000000000004,0.016227943447583132
0.04,0.016236814407922552
0.044,0.01622327958225563
0.048,0.016215634689605397
0.052000000000000005,0.016222173717281067
0.056,0.016229914772103
0.06,0.016218615716928127
0.064,0.016211115067535448
0.068,0.016215490446347843
0.07200000000000001,0.016232751556168185
0.076,0.01621885612235738
0.08,0.01620262875588283
0.084,0.016209961121475033
0.088,0.016223616149856582
0.092,0.01621219689196708
0.096,0.01619286829545517
0.1,0.016201162282764386
0.10400000000000001,0.016212894067711914
0.108,0.01621799066281207
0.112,0.01619464729563164
0.116,0.01619770044458315
0.12,0.01621058617559109
0.124,0.016207725350982985
0.128,0.016192243241339114
0.132,0.016187170686781886
0.136,0.016199743890731796
0.14,0.016206547364379646
0.14400000000000002,0.01618820443012767
0.148,0.01617474172608952
0.152,0.016186473511037053
0.156,0.01619440689020239
0.16,0.01618921413293053
0.164,0.016180751861820837
0.168,0.016199094796072816
0.17200000000000001,0.0162046962425744
0.176,0.016193036579255648
0.18,0.01618760341655454
0.184,0.01620830232401319
0.188,0.016226597177179315
0.192,0.01622702990695197
0.196,0.016218014703354995
0.2,0.016218086824983772
0.20400000000000001,0.016226861623151494
0.20800000000000002,0.016212389216310484
0.212,0.016194382849659465
0.216,0.016182867429598263
0.22,0.01619729175535342
0.224,0.01619195475482401
0.228,0.01617673709115232
0.232,0.016168178657870926
0.23600000000000002,0.01618926221401638
0.24,0.016193252944141975
0.244,0.016177145780382048
0.248,0.016173275252971082
0.252,0.01619373375500048
0.256,0.016208831215957547
0.26,0.016206210796778694
0.264,0.01620039298539078
0.268,0.016206715648180124
0.272,0.016233352569741316
0.276,0.016222558365967872
0.28,0.01621169204056565
0.28400000000000003,0.016212485378482185
0.28800000000000003,0.01623378529951397
0.292,0.016219336933215887
0.296,0.01620195562068092
0.3,0.01619399820097266
0.304,0.01621296618934069
0.308,0.01620592231026359
0.312,0.016188324632842296
0.316,0.01618810826795597
0.32,0.016198638025757234
0.324,0.016203157647827184
0.328,0.01617887669947267
0.332,0.01617385222600129
0.336,0.016186713916466304
0.34,0.01619902267444404
0.34400000000000003,0.016186209065064874
0.34800000000000003,0.016185127240633236
0.352,0.016195705079520353
0.356,0.016210297689075986
0.36,0.016195584876805728
0.364,0.0161956569984345
0.368,0.0162091677835585
0.372,0.01622977052884545
0.376,0.01622880890712844
0.38,0.016217702176296967
0.384,0.016241478273250055
0.388,0.01626729781635179
0.392,0.01626592750540505
0.396,0.016257489274838284
0.4,0.016265086086402668
0.404,0.016268908532727784
0.40800000000000003,0.0162519839905084
0.41200000000000003,0.01622404887962924
0.41600000000000004,0.016209864959303332
0.42,0.016211427594593476
0.424,0.01620866293215707
0.428,0.01618221833493928
0.432,0.016180102767161857
0.436,0.016184574308145957
0.44,0.016180823983449614
0.444,0.016170775036506855
0.448,0.01616115881933675
0.452,0.0161680584551563
0.456,0.01617577546943531
0.46,0.016158249913642793
0.464,0.016149691480361397
0.468,0.016166736225295412
0.47200000000000003,0.01617692941549572
0.47600000000000003,0.01616678430638126
0.48,0.016160125075990964
0.484,0.016167241076696842
0.488,0.016176713050609394
0.492,0.01615267250768413
0.496,0.016134281492346306
0.5,0.016135002708634064
0.504,0.016147936520727855
0.508,0.016139858898304965
0.512,0.016121443842424213
0.516,0.01612110727482326
0.52,0.01613211784348303
0.524,0.016128896410731047
0.528,0.01611480865257684
0.532,0.016115866436465554
0.536,0.01613110814068017
0.54,0.01612480951843375
0.544,0.01611516926072072
0.548,0.01611127469276683
0.552,0.016125146086034704
0.556,0.01612906469453152
0.56,0.016114880774205618
0.5640000000000001,0.01610831770598702
0.5680000000000001,0.016108798516845525
0.5720000000000001,0.016115289463435347
0.5760000000000001,0.01609853320501644
0.58,0.016091489325939335
0.584,0.016092042258426618
0.588,0.01609456651543377
0.592,0.0160744205404624
0.596,0.01605879418756098
0.6,0.0160629051204012
0.604,0.01607694479746955
0.608,0.016072280932142052
0.612,0.01605889034973268
0.616,0.016064131188090386
0.62,0.016092210542227096
0.624,0.016108990841188928
0.628,0.016099615029448074
0.632,0.016111587219824856
0.636,0.016136348979037877
0.64,0.016145556506978253
0.644,0.016135243114063315
0.648,0.016138344344100674
0.652,0.016156663237809725
0.656,0.016168899874158683
0.66,0.016150076129048202
0.664,0.016131228343394796
0.668,0.01612161212622469
0.672,0.01608995073119212
0.676,0.01605004342993618
0.68,0.016034200712148432
0.684,0.016042110050770844
0.6880000000000001,0.01605182243011265
0.6920000000000001,0.016043937132033163
0.6960000000000001,0.01603609991503953
0.7000000000000001,0.016050932930024416
0.704,0.016077569851585607
0.708,0.016079853703163508
0.712,0.016077954500272412
0.716,0.01609122487996716
0.72,0.016109880341277163
0.724,0.016115409666149973
0.728,0.016098821691531543
0.732,0.01609730713732725
0.736,0.016110072665620565
0.74,0.016113318138915474
0.744,0.016096658042668268
0.748,0.016086561014639657
0.752,0.01610507223269211
0.756,0.016111827625254108
0.76,0.016106154057123748
0.764,0.016115265422892423
0.768,0.016127333775440903
0.772,0.016134281492346306
0.776,0.016129401262132477
0.78,0.016130459046021187
0.784,0.016145652669149954
0.788,0.016161447305851853
0.792,0.016160365481420216
0.796,0.016159524062417833
0.8,0.01617120776627951
0.804,0.01619616184983593
0.808,0.01618729088949651
0.812,0.01617156837442339
0.8160000000000001,0.016169332603931337
0.8200000000000001,0.0161908008087636
0.8240000000000001,0.016193204863056126
0.8280000000000001,0.016179501753588725
0.8320000000000001,0.01618390117294405
0.836,0.016189743024874886
0.84,0.016174693645003672
0.844,0.01614618156109431
0.848,0.016150629061535485
0.852,0.0161656784414067
0.856,0.016153393723971888
0.86,0.01614009930373422
0.864,0.01613411320854583
0.868,0.016135243114063315
0.872,0.01613115622176602
0.876,0.016087955366129322
0.88,0.016072761743000555
0.884,0.016073074270058583
0.888,0.016076680351497372
0.892,0.016071006783367012
0.896,0.016062063701398815
0.9,0.01607155971585429
0.904,0.016088003447215175
0.908,0.01608843617698783
0.912,0.01608031047347909
0.916,0.01610338939468734
0.92,0.016116515531124535
0.924,0.016121131315366185
0.928,0.01609781198872868
0.932,0.01611471249040514
0.936,0.016130050356791457
0.9400000000000001,0.016144330439289065
0.9440000000000001,0.01612134768025251
0.9480000000000001,0.016132189965111808
0.9520000000000001,0.016138248181928973
0.9560000000000001,0.01615050885882086
0.96,0.016137478884555363
0.964,0.016133512194972697
0.968,0.016151951291396374
0.972,0.016158850927215924
0.976,0.016140291628077622
0.98,0.016134185330174605
0.984,0.016152864832027533
0.988,0.016153826453744545
0.992,0.016151734926510047
0.996,0.016127694383584783
1.0,0.016146470047609413
1.004,0.016177121739839123
1.008,0.016197051349924167
1.012,0.0162047924047461
1.016,0.01625364278797024
1.02,0.016302757617166555
1.024,0.01637204246187716
1.028,0.016472363647504287
1.032,0.016644445853763325
1.036,0.016901896027949972
1.04,0.01718360310994821
1.044,0.017289621904248622
1.048,0.0173218602723114
1.052,0.01731825419087261
1.056,0.01727745738952844
1.06,0.017205768490525304
1.064,0.017137156781016603
1.068,0.01709220096574636
1.072,0.01703584993312954
1.076,0.01695646806039032
1.08,0.016895284878645524
1.084,0.01685948851022981
1.088,0.016814652897674188
1.092,0.016759744297632887
1.096,0.016707648441113842
1.1,0.016676059167710047
1.104,0.016641344623725962
1.108,0.01660045166021009
1.112,0.01654773074957499
1.116,0.0165283300314343
1.12,0.01651147761084369
1.124,0.0164641898629097
1.1280000000000001,0.01641570008782944
1.1320000000000001,0.016391755707075878
1.1360000000000001,0.01638012008430005
1.1400000000000001,0.01635079062193123
1.1440000000000001,0.016328673322439986
1.1480000000000001,0.016305642482317584
1.1520000000000001,0.01630496934711568
1.156,0.01628388579097022
1.16,0.016258643220898695
1.164,0.016258547058726994
1.168,0.016264220626857357
1.172,0.01626929318141459
1.176,0.016245372841203948
1.18,0.01623104467762049
1.184,0.0162390501784146
1.188,0.016223760393114135
1.192,0.01621637994643608
1.196,0.016212990229883616
1.2,0.01621481731114594
1.204,0.016206643526551347
1.208,0.016195584876805728
1.212,0.01616962109044644
1.216,0.016173539698943258
1.22,0.016183203997199216
1.224,0.016175390820748505
1.228,0.01615728829192578
1.232,0.016152239777911477
1.236,0.016162961860056144
1.24,0.016156254548579996
1.244,0.016140580114592722
1.248,0.016151278156194465
1.252,0.016168947955244536
1.256,0.016176761131695246
1.26,0.01615394665645917
1.264,0.01616627945497983
1.268,0.016194286687487763
1.272,0.01620354229651399
1.276,0.016202652796425753
1.28,0.016195945484949605
1.284,0.016211139108078372
1.288,0.01622085148742018
1.292,0.016208085959126862
1.296,0.01621236517576756
1.3,0.01623311216431206
1.304,0.01623854532701317
1.308,0.016226188487949586
1.312,0.01620976879713163
1.316,0.01622226987945277
1.32,0.01623753562421031
1.324,0.01622226987945277
1.328,0.01619976793127472
1.332,0.016209384148444826
1.336,0.016226356771750064
1.34,0.016218062784440847
1.344,0.01619144990342258
1.348,0.016190223835733392
1.352,0.016207701310440057
1.356,0.016199743890731796
1.36,0.016175030212604625
1.364,0.016176232239750888
1.368,0.0161863292677795
1.372,0.01618546380823419
1.3760000000000001,0.01615957214350368
1.3800000000000001,0.016155028480890808
1.3840000000000001,0.016173539698943258
1.3880000000000001,0.01618916605184468
1.3920000000000001,0.016170174022933723
1.3960000000000001,0.01616267337354104
1.4000000000000001,0.016178083361556135
1.4040000000000001,0.016191377781793807
1.408,0.016186954321895555
1.412,0.016173371415142784
1.416,0.016182362578196833
1.42,0.016195368511919397
1.424,0.016191185457450404
1.428,0.01618536764606249
1.432,0.01619861398521431
1.436,0.016216524189693632
1.44,0.016214985594946413
1.444,0.016186088862350248
1.448,0.01617601587486456
1.452,0.016191882633195237
1.456,0.016182915510684112
1.46,0.016163971562859005
1.464,0.01616728915778269
1.468,0.016195344471376473
1.472,0.016207148377952778
1.476,0.01619003151138999
1.48,0.01618793998415549
1.484,0.016195488714634027
1.488,0.01621099486482082
1.492,0.01619515214703307
1.496,0.016189718984331962
1.5,0.016197051349924167
1.504,0.016208566769985368
1.508,0.016196378214722258
1.512,0.016195104065947222
1.516,0.016196450336351035
1.52,0.016192796173826397
1.524,0.016166736225295412
1.528,0.016129954194619756
1.532,0.016124184464317695
1.536,0.016115746233750925
1.54,0.016094085704575264
1.544,0.016064035025918685
1.548,0.016056582457611854
1.552,0.016069059499390064
1.556,0.016072881945715184
1.56,0.016053216781602316
1.564,0.016043047631944928
1.568,0.016064083107004537
1.572,0.016054755376349535
1.576,0.016040162766793896
1.58,0.01602963300899263
1.584,0.0160361720366683
1.588,0.016054130322233476
1.592,0.016037830834130146
1.596,0.016024704697692953
1.6,0.01604634118632569
1.604,0.01606360229614603
1.608,0.016055572754808994
1.612,0.016065140890893247
1.616,0.01607978158153473
1.62,0.016092811555800227
1.624,0.01608055087890834
1.6280000000000001,0.01606326572854508
1.6320000000000001,0.01607466094589165
1.6360000000000001,0.016092619231456825
1.6400000000000001,0.016100384326821683
1.6440000000000001,0.0160905998258511
1.6480000000000001,0.01609009497444967
1.6520000000000001,0.016114592287690514
1.6560000000000001,0.016111394895481454
1.6600000000000001,0.016089854569020418
1.6640000000000001,0.0160906959880228
1.668,0.01611283732805697
1.672,0.016113366220001327
1.676,0.016095720461494184
1.68,0.01608004602750691
1.684,0.016086921622783537
1.688,0.01610543284083599
1.692,0.016096826326468746
1.696,0.016076632270411523
1.7,0.016084589690119784
1.704,0.01611192378742581
1.708,0.01611247671991309
1.712,0.016110890044080024
1.716,0.016116659774382088
1.72,0.01611699634198304
1.724,0.016087594757985442
1.728,0.016058145092901994
1.732,0.016065477458494203
1.736,0.01607418013503315
1.74,0.016074901351320905
1.744,0.016083195338630122
1.748,0.016114183598460785
1.752,0.01614384962843056
1.756,0.01617125584736536
1.76,0.01616601500900765
1.764,0.016182001970052953
1.768,0.016210898702649117
1.772,0.016206523323836722
1.776,0.016185848456920993
1.78,0.016171928982567266
1.784,0.016182242375482204
1.788,0.016191618187223058
1.792,0.01618729088949651
1.796,0.016171015441936106
1.8,0.016163394589828798
1.804,0.016163466711457575
1.808,0.01612815115390036
1.812,0.016105456881378915
1.816,0.01609574450203711
1.82,0.016094037623489415
1.824,0.01607785833810071
1.828,0.016060621268823298
1.832,0.01606016449850772
1.836,0.016065092809807398
1.84,0.016063458052888478
1.844,0.01603391222563333
1.848,0.016032349590343185
1.852,0.016047206645871
1.856,0.016030161900936986
1.86,0.016008285006874998
1.864,0.016005856912039547
1.868,0.016016530913098362
1.872,0.01601924749444892
1.8760000000000001,0.016008861979905205
1.8800000000000001,0.016022108319057024
1.8840000000000001,0.016061895417598337
1.8880000000000001,0.016069732634591972
1.8920000000000001,0.016077185202898806
1.8960000000000001,0.0160973552184131
1.9000000000000001,0.016114231679546634
1.9040000000000001,0.01614211870933994
1.9080000000000001,0.016143416898657906
1.9120000000000001,0.016155605453921012
1.9160000000000001,0.016187218767867734
1.92,0.01620866293215707
1.924,0.016209360107901902
1.928,0.01620871101324292
1.932,0.016222702609225422
1.936,0.016243185151797748
1.94,0.016236958651180106
1.944,0.016214937513860564
1.948,0.016221164014478207
1.952,0.01622145250099331
1.956,0.0162159231761205
1.96,0.01619743599861097
1.964,0.01619053636279142
1.968,0.016199383282587916
1.972,0.016192892335998098
1.976,0.016159932751647562
1.98,0.0161498838047048
1.984,0.016148994304616564
1.988,0.01613947424961816
1.992,0.016113822990316905
1.996,0.01609548005606493
2.0,0.016101658475596723
2.004,0.016095624299322483
2.008,0.01607538216217941
2.012,0.016063674417774808
2.016,0.01608213755474141
2.02,0.016093532772087984
2.024,0.016071655878025993
2.028,0.01606929990481932
2.032,0.016086032122695302
2.036,0.016109062962817704
2.04,0.016108702354673824
2.044,0.016110120746706414
2.048,0.01613404108691705
2.052,0.016156158386408295
2.056,0.01615923557590273
2.06,0.01616668814420956
2.064,0.016187459173296986
2.068,0.016195368511919397
2.072,0.016193421227942453
2.076,0.016189093930215906
2.08,0.01619205091699571
2.084,0.016208879297043396
2.088,0.01620029682321908
2.092,0.01617837184807124
2.096,0.016164572576432137
2.1,0.01616692854963881
2.104,0.01615846627852912
2.108,0.016150869466964736
2.112,0.01613293522194249
2.116,0.01613764716835584
2.12,0.016135940289808148
2.124,0.016117885842071276
2.128,0.016103533637944895
2.132,0.016105240516492588
2.136,0.01611101024679465
2.14,0.016104543340747755
2.144,0.016095047326292276
2.148,0.016103461516316118
2.152,0.016125025883320078
2.156,0.016104687584005305
2.16,0.01608391655491788
2.164,0.016090263258250147
2.168,0.016109062962817704
2.172,0.01611370278760228
2.176,0.016094782880320097
2.18,0.016069588391334422
2.184,0.016092715393628526
2.188,0.016096682083211192
2.192,0.016074228216118997
2.196,0.01607593509466669
2.2,0.016097932191443308
2.204,0.016103173029801014
2.208,0.016090936393452056
2.212,0.016093364488287507
2.216,0.016105601124636465
2.22,0.01612187657219687
2.224,0.01611730886904107
2.228,0.01610963993584791
2.232,0.016127934789014035
2.236,0.016150028047962353
2.24,0.016138079898128495
2.244,0.016126684680781923
2.248,0.016109880341277163
2.2520000000000002,0.016113630665973502
2.2560000000000002,0.016103822124459995
2.2600000000000002,0.016091561447568112
2.2640000000000002,0.016095239650635678
2.2680000000000002,0.016106827192325653
2.2720000000000002,0.016100432407907535
2.2760000000000002,0.016086729298440135
2.2800000000000002,0.016092523069285124
2.2840000000000003,0.016106538705810552
2.2880000000000003,0.016107620530242187
2.2920000000000003,0.016091297001595933
2.2960000000000003,0.016097980272529157
2.3000000000000003,0.01611622704460943
2.3040000000000003,0.016120890909936934
2.308,0.01610978417910546
2.312,0.01610127382690992
2.316,0.016107836895128517
2.32,0.016110240949421043
2.324,0.016089926690649195
2.328,0.016076512067696898
2.332,0.016090936393452056
2.336,0.01609608106963806
2.34,0.01608492625772074
2.344,0.01607466094589165
2.348,0.016084589690119784
2.352,0.016100023718677806
2.356,0.016097235015698475
2.36,0.01608283473048624
2.364,0.016088484258073677
2.368,0.016101802718854273
2.372,0.016097739867099906
2.376,0.016089229514904362
2.38,0.01608639273083918
2.384,0.016091393163767634
2.388,0.016092354785484646
2.392,0.016075983175752543
2.396,0.016073891648518045
2.4,0.016086008082152378
2.404,0.01607629570281057
2.408,0.016056582457611854
2.412,0.01604886544333284
2.416,0.016057856606386894
2.42,0.016066366958582438
2.424,0.01605990005253554
2.428,0.01605552467372314
2.432,0.0160790844057899
2.436,0.016092162461141243
2.44,0.016088916987846334
2.444,0.01607978158153473
2.448,0.016092042258426618
2.452,0.016109111043903553
2.456,0.01609709077244092
2.46,0.01607862763547432
2.464,0.01608903719056096
2.468,0.01610122574582407
2.472,0.016091753771911514
2.476,0.01607817086515874
2.48,0.0160790844057899
2.484,0.016097980272529157
2.488,0.0161018267593972
2.492,0.016086272528124553
2.496,0.016083579987316923
2.5,0.016096201272352686
2.504,0.016096682083211192
2.508,0.01608341170351645
2.512,0.01608516666314999
2.516,0.016087378393099115
2.52,0.01608826789318735
2.524,0.016073482959288315
2.528,0.016063313809630927
2.532,0.016073723364717567
2.536,0.016080695122165894
2.54,0.016070646175223132
2.544,0.016063434012345553
2.548,0.01607146355368259
2.552,0.016088315974273203
2.556,0.016084902217177816
2.56,0.016072112648341574
2.564,0.016081175933024397
2.568,0.01609264327199975
2.572,0.01609305196122948
2.576,0.01608249816288529
2.58,0.016099807353791476
2.584,0.016120073531477475
2.588,0.016127790545756485
2.592,0.016114688449862215
2.596,0.016110986206251725
2.6,0.016124184464317695
2.604,0.01611831857184393
2.608,0.016091272961053008
2.612,0.01607684863529785
2.616,0.016082017352026783
2.62,0.0160744205404624
2.624,0.01605427456549103
2.628,0.016048697159532367
2.632,0.016062784917686573
2.636,0.01607107890499579
2.64,0.016065621701751753
2.644,0.016060597228280373
2.648,0.016080791284337596
2.652,0.01608766687961422
