0.0,-0.020626232897388883
0.004,-0.020626593505532764
0.008,-0.020626569464989836
0.012,-0.020627290681277596
0.016,-0.020629021600368214
0.02,-0.020627651289421473
0.024,-0.020625920370330855
0.028,-0.020624838545899218
0.032,-0.020623997126896835
0.036000000000000004,-0.020622987424093974
0.04,-0.02062192964020526
0.044,-0.020622314288892066
0.048,-0.020623804802553432
0.052000000000000005,-0.02062452601884119
0.056,-0.020623636518752955
0.06,-0.020622218126720365
0.064,-0.020622386410520843
0.068,-0.020621520950975532
0.07200000000000001,-0.020620367004915117
0.076,-0.020622554694321317
0.08,-0.020623444194409552
0.084,-0.020621665194233082
0.088,-0.020619814072427838
0.092,-0.020620222761657567
0.096,-0.020621665194233082
0.1,-0.020623540356581253
0.10400000000000001,-0.02062527127567187
0.108,-0.020625559762186975
0.112,-0.020623564397124178
0.116,-0.020620342964372193
0.12,-0.020618612045281575
0.124,-0.020619381342655185
0.128,-0.02061762638302164
0.132,-0.020616929207276806
0.136,-0.020618419720938173
0.14,-0.020620583369801448
0.14400000000000002,-0.02062284318083642
0.148,-0.02062442985666949
0.152,-0.020625463600015274
0.156,-0.02062680987041909
0.16,-0.02062736280290637
0.164,-0.020626569464989836
0.168,-0.0206256799649016
0.17200000000000001,-0.02062594441087378
0.176,-0.020627434924535146
0.18,-0.020629334127426242
0.184,-0.020632002627690948
0.188,-0.020634887492841977
0.192,-0.020636426087589196
0.196,-0.020636642452475523
0.2,-0.02063772427690716
0.20400000000000001,-0.020639936006856284
0.20800000000000002,-0.020641089952916695
0.212,-0.02064183520974738
0.216,-0.02064197945300493
0.22,-0.02064056106097234
0.224,-0.02064015237174261
0.228,-0.020639623479798256
0.232,-0.020638830141881722
0.23600000000000002,-0.020639527317626555
0.24,-0.020640128331199686
0.244,-0.020639094587853898
0.248,-0.020637604074192534
0.252,-0.02063645012813212
0.256,-0.02063705114170525
0.26,-0.020638758020252945
0.264,-0.02063863781753832
0.268,-0.020638012763422264
0.272,-0.020639094587853898
0.276,-0.020639719641969957
0.28,-0.020638421452651993
0.28400000000000003,-0.020637604074192534
0.28800000000000003,-0.020637339628220355
0.292,-0.020639262871654376
0.296,-0.020643037236893643
0.3,-0.02064712412919094
0.304,-0.020650225359228298
0.308,-0.020652821737864223
0.312,-0.020653278508179804
0.316,-0.02065407184609634
0.32,-0.020655394075957227
0.324,-0.02065633165713131
0.328,-0.02065609125170206
0.332,-0.020654793062384096
0.336,-0.020653879521752936
0.34,-0.0206551777110709
0.34400000000000003,-0.020656163373330837
0.34800000000000003,-0.02065609125170206
0.352,-0.02065649994093179
0.356,-0.02065760580590635
0.36,-0.020658062576221933
0.364,-0.020660178143999355
0.368,-0.0206620292658046
0.372,-0.02066303896860746
0.376,-0.020662606238834806
0.38,-0.020660851279201264
0.384,-0.02066162057657487
0.388,-0.020665923833758492
0.392,-0.020669553955740206
0.396,-0.020670515577457218
0.4,-0.02067080406397232
0.404,-0.02067010688822749
0.40800000000000003,-0.02067056365854307
0.41200000000000003,-0.02067263114523464
0.41600000000000004,-0.020674193780524784
0.42,-0.020675443888756896
0.424,-0.02067765561870602
0.428,-0.020678809564766434
0.432,-0.02067828067282208
0.436,-0.02067727097001922
0.44,-0.02067741521327677
0.444,-0.020677847943049422
0.448,-0.020678040267392825
0.452,-0.020678352794450853
0.456,-0.020677319051105068
0.46,-0.020676117023958804
0.464,-0.020675756415814924
0.468,-0.020676044902330028
0.47200000000000003,-0.020676381469930984
0.47600000000000003,-0.020677198848390442
0.48,-0.02067614106450173
0.484,-0.020672871550663895
0.488,-0.020672871550663895
0.492,-0.020675564091471522
0.496,-0.020676934402418263
0.5,-0.02067650167264561
0.504,-0.020677367132190917
0.508,-0.020678761483680582
0.512,-0.020680396240599502
0.516,-0.0206823916056623
0.52,-0.020683569592265635
0.524,-0.02068405040312414
0.528,-0.02068313686249298
0.532,-0.02068198291643257
0.536,-0.020681285740687737
0.54,-0.020681454024488212
0.544,-0.020682295443490598
0.548,-0.020684002322038292
0.552,-0.020684170605838766
0.556,-0.020684579295068495
0.56,-0.020685108187012854
0.5640000000000001,-0.020686069808729862
0.5680000000000001,-0.020687993052163886
0.5720000000000001,-0.02068902679550967
0.5760000000000001,-0.020690373065913484
0.58,-0.020691839539031927
0.584,-0.02069294540400649
0.588,-0.020692608836405536
0.592,-0.020690829836229066
0.596,-0.020690661552428588
0.6,-0.020690060538855456
0.604,-0.02068979609288328
0.608,-0.02069010861994131
0.612,-0.02069102216057247
0.616,-0.020691911660660704
0.62,-0.020691310647087572
0.624,-0.020690421146999337
0.628,-0.02069020478211301
0.632,-0.020688257498136062
0.636,-0.020684891822126527
0.64,-0.020683425349008085
0.644,-0.02068390615986659
0.648,-0.020684747578868973
0.652,-0.02068522838972748
0.656,-0.020687199714247352
0.66,-0.02068801709270681
0.664,-0.020687993052163886
0.668,-0.02068751224130538
0.672,-0.020687944971078034
0.676,-0.020688257498136062
0.68,-0.02068816133596436
0.684,-0.02068994033614083
0.6880000000000001,-0.020691502971430974
0.6920000000000001,-0.020690877917314915
0.6960000000000001,-0.020689267200938923
0.7000000000000001,-0.02068847386302239
0.704,-0.020688594065737018
0.708,-0.020689555687454026
0.712,-0.02069030094428471
0.716,-0.020689820133426205
0.72,-0.020688954673880895
0.724,-0.020688858511709193
0.728,-0.02068811325487851
0.732,-0.020688377700850687
0.736,-0.020689267200938923
0.74,-0.02068974801179743
0.744,-0.02068974801179743
0.748,-0.020688714268451643
0.752,-0.020687584362934153
0.756,-0.020687295876419053
0.76,-0.02068650253850252
0.764,-0.02068573324112891
0.768,-0.020687392038590754
0.772,-0.020689723971254504
0.776,-0.020691310647087572
0.78,-0.020692753079663086
0.784,-0.020692608836405536
0.788,-0.020692344390433357
0.792,-0.020692464593147983
0.796,-0.02069244055260506
0.8,-0.02069263287694846
0.804,-0.020692656917491385
0.808,-0.020692464593147983
0.812,-0.02069167125523145
0.8160000000000001,-0.020690469228085186
0.8200000000000001,-0.020690661552428588
0.8240000000000001,-0.020691502971430974
0.8280000000000001,-0.020692320349890433
0.8320000000000001,-0.02069229630934751
0.836,-0.020691935701203628
0.84,-0.020692392471519206
0.844,-0.02069263287694846
0.848,-0.020692248228261656
0.852,-0.020691142363287094
0.856,-0.020690877917314915
0.86,-0.020690829836229066
0.864,-0.020690228822655934
0.868,-0.020689098917138448
0.872,-0.02068948356582525
0.876,-0.020690661552428588
0.88,-0.020690228822655934
0.884,-0.020689507606368177
0.888,-0.02068897871442382
0.892,-0.020688305579221914
0.896,-0.02068609384927279
0.9,-0.02068354555172271
0.904,-0.02068313686249298
0.908,-0.020684194646381694
0.912,-0.020684747578868973
0.916,-0.020685540916785507
0.92,-0.020686069808729862
0.924,-0.020686021727644013
0.928,-0.020686839106103472
0.932,-0.02068741607913368
0.936,-0.020686887187189324
0.9400000000000001,-0.020685444754613806
0.9440000000000001,-0.020685564957328432
0.9480000000000001,-0.020686863146646396
0.9520000000000001,-0.020687993052163886
0.9560000000000001,-0.020689315282024775
0.96,-0.020690276903741783
0.964,-0.020691911660660704
0.968,-0.020693161768892816
0.972,-0.02069395510680935
0.976,-0.02069506097178391
0.98,-0.02069522925558439
0.984,-0.020695493701556565
0.988,-0.020696671688159904
0.992,-0.020699051701909506
0.996,-0.02069998928308359
1.0,-0.020700205647969917
1.004,-0.020701287472401554
1.008,-0.020702249094118566
1.012,-0.02070328283746435
1.016,-0.02070400405375211
1.02,-0.02070496567546912
1.024,-0.020705566689042252
1.028,-0.02070460506732524
1.032,-0.020702898188777547
1.036,-0.02070470122949694
1.04,-0.020708451554193284
1.044,-0.02071059116251363
1.048,-0.020709004486680564
1.052,-0.02070792266224893
1.056,-0.020708042864963555
1.06,-0.020708018824420627
1.064,-0.020707105283789468
1.068,-0.020706023459357834
1.072,-0.02070491759438327
1.076,-0.02070371556723701
1.08,-0.02070369152669408
1.084,-0.02070405213483796
1.088,-0.020706624472930965
1.092,-0.020710663284142408
1.096,-0.020714798257525553
1.1,-0.020717370595618557
1.104,-0.02071669746041665
1.108,-0.020715543514356238
1.112,-0.020714750176439704
1.116,-0.020714750176439704
1.12,-0.020714581892639226
1.124,-0.020713668352008066
1.1280000000000001,-0.02071181723020282
1.1320000000000001,-0.020710711365228257
1.1360000000000001,-0.020710014189483424
1.1400000000000001,-0.020708740040708388
1.1440000000000001,-0.020708643878536687
1.1480000000000001,-0.02070958145971077
1.1520000000000001,-0.020710374797627305
1.156,-0.02071035075708438
1.16,-0.020709268932652743
1.164,-0.02070866791907961
1.168,-0.020707489932476272
1.172,-0.020705927297186132
1.176,-0.020705759013385654
1.18,-0.020705999418814906
1.184,-0.02070583113501443
1.188,-0.0207056147701281
1.192,-0.020704484864610614
1.196,-0.02070253758063367
1.2,-0.020702201013032714
1.204,-0.020702201013032714
1.208,-0.020701575958916658
1.212,-0.02070044605339917
1.216,-0.0207007585804572
1.22,-0.02070236929683319
1.224,-0.02070328283746435
1.228,-0.020703763648322857
1.232,-0.020703330918550204
1.236,-0.020702201013032714
1.24,-0.02070126343185863
1.244,-0.020700974945343526
1.248,-0.020699604634396785
1.252,-0.020696527444902354
1.256,-0.020693233890521592
1.26,-0.020694700363640035
1.264,-0.020697993918020793
1.268,-0.02070039797231332
1.272,-0.020701191310229853
1.276,-0.020701599999459582
1.28,-0.02070135959403033
1.284,-0.020700974945343526
1.288,-0.0207007585804572
1.292,-0.020700878783171825
1.296,-0.020700878783171825
1.3,-0.020701287472401554
1.304,-0.02070116726968693
1.308,-0.020700373931770395
1.312,-0.020700806661543048
1.316,-0.020701455756202032
1.32,-0.020702321215747343
1.324,-0.020703883851037483
1.328,-0.02070520608089837
1.332,-0.02070563881067103
1.336,-0.020703883851037483
1.34,-0.020704653148411092
1.344,-0.020707441851390423
1.348,-0.020708860243423013
