time,channel1,channel2,channel3,channel4,channel5
0,0.00567388065742,-0.017117900306134,-0.013591609429313,0.001436638804671,-0.004850179535172
0.004,0.005685684563997,-0.01711753969799,-0.013588508199276,0.001430772912197,-0.004809190409484
0.008,0.005691334091584,-0.017116914643874,-0.013589181334478,0.001428008249761,-0.00480118490869
0.012,0.005694651686508,-0.017112947954291,-0.013588940929048,0.001431638371742,-0.004777192446851
0.016,0.005698065443603,-0.017113356643521,-0.013591945996914,0.001434835763951,-0.004775197081788
0.02,0.005697344227315,-0.017116794441159,-0.013597282997443,0.001428032290304,-0.00477175928415
0.024,0.005702128295357,-0.017115688576184,-0.013600432308567,0.001421709627514,-0.004741804767665
0.028,0.005702729308931,-0.017117683941247,-0.013601345849198,0.001426806222614,-0.004727741050054
0.032,0.005702945673817,-0.017120953455085,-0.013598340781332,0.001431013317626,-0.004722380008981
0.036,0.005698978984234,-0.017121722752459,-0.013595311672923,0.001438321642676,-0.004743054875897
0.04,0.005699387673464,-0.01712025627934,-0.013601345849198,0.001440365088824,-0.004686487478394
0.044,0.005701743646671,-0.017118020508848,-0.013600576551824,0.001439884277966,-0.004688314559656
0.048,0.005702416781873,-0.017116385751929,-0.013598533105675,0.001441494994342,-0.004657879232313
0.052,0.00571554291831,-0.01711967930631,-0.013597355119072,0.001439042858963,-0.004687328897396
0.056,0.005720759716125,-0.017121362144315,-0.013586801320728,0.001438874575163,-0.004654008704902
0.06,0.005709148133892,-0.017123766198607,-0.013583555847433,0.00144534148121,-0.004652734556127
0.064,0.00569984444378,-0.017121410225401,-0.013580238252509,0.001453851833405,-0.004609629862662
0.068,0.005700349295181,-0.0171163136303,-0.013579517036222,0.001456856901271,-0.004613259984643
0.072,0.00569097348344,-0.017117876265591,-0.01358156048237,0.001454284563178,-0.004615928484908
0.076,0.005681645752785,-0.017120376482055,-0.013581921090514,0.001450317873595,-0.004588546306516
0.08,0.00568152555007,-0.017120809211828,-0.013580959468797,0.001446303102927,-0.004573016115787
0.084,0.005684963347709,-0.017119294657623,-0.013579877644365,0.001445846332611,-0.004564914452821
0.088,0.005682679496131,-0.017117972427762,-0.013580310374138,0.001451664143999,-0.004564601925763
0.092,0.005677534819945,-0.01712025627934,-0.013582594225716,0.001457169428329,-0.0045374601528
0.096,0.005676116427912,-0.017120448603684,-0.013584613631322,0.001456207806612,-0.004540152693608
0.1,0.005681621712242,-0.017120929414542,-0.013585935861183,0.00145298637386,-0.004509068271605
0.104,0.00568546819911,-0.017123694076979,-0.013585334847609,0.001452890211688,-0.004524694624507
0.108,0.005702681227845,-0.017123862360779,-0.01358567141521,0.001455967401183,-0.004482142863529
0.112,0.005708282674346,-0.017121674671373,-0.013588508199276,0.001458924387963,-0.004492239891558
0.116,0.005704965079423,-0.017119823549568,-0.013591056496826,0.001457121347243,-0.004464280740136
