channel11,channel12,channel13,channel14,channel15
-0.0016631247595697357,-0.007785746191232941,-0.008104571871507787,0.011981950837208929,0.01619642629580811
-0.00167447189583046,-0.00778052939341816,-0.008097792438402864,0.01196351174078525,0.016213831648886002
-0.0016694955034449305,-0.007781226569162992,-0.008101085992783624,0.011963896389472052,0.01621291810825484
-0.0016671154896953295,-0.007779615852787,-0.008129718279407614,0.011967935200683498,0.016195128106490146
-0.0016682453952128167,-0.007776995433608145,-0.008151186484239875,0.011961203848664424,0.016195681038977425
-0.0016762028149210787,-0.007781154447534216,-0.008117938413374234,0.01196360790295695,0.016220995730677732
-0.0016913723975069204,-0.007775048149631199,-0.008098730019576948,0.011978945769343271,0.016225875960891558
-0.0017063015746635087,-0.007774519257686844,-0.00809156593778522,0.011984595296930705,0.016210610216134017
-0.001705412074575274,-0.007773605717055684,-0.008070338138382212,0.011977335052967277,0.01620647524275087
-0.0016905790595903867,-0.007777476244466652,-0.008059784340038022,0.011974498268902095,0.016227943447583132
-0.0016870210592374475,-0.007780649596132786,-0.008059063123750262,0.01196649276810798,0.016236814407922552
-0.0016859632753487355,-0.007778630190527064,-0.008063991435049944,0.011971204714521334,0.016223279582255633
-0.0016843044778868926,-0.00777728392012325,-0.008070602584354391,0.011981157499292391,0.016215634689605397
-0.0016799771801603452,-0.007776105933519911,-0.008075723219997472,0.0119863021754784,0.016222173717281067
-0.001672572692939364,-0.0077770194741510704,-0.008079136977092859,0.011983393269784441,0.016229914772103
-0.0016723082469671862,-0.007778918677042167,-0.00808699823462942,0.011969569957602415,0.016218615716928127
-0.0016827658831396757,-0.0077794956500723735,-0.008092719883845632,0.011961155767578571,0.016211115067535448
-0.0016903146136182086,-0.007781563136763946,-0.008094859492165981,0.011963535781328177,0.016215490446347843
-0.0016814917343646366,-0.007781178488077142,-0.008098080924917966,0.01197675807993707,0.016232751556168185
-0.0016752892742899188,-0.007783534461283818,-0.008099186789892528,0.01197634939070734,0.01621885612235738
-0.0016747603823455634,-0.007785337502003212,-0.008102768830788394,0.011972623106553924,0.016202628755882832
-0.0016572107860101206,-0.00778682801566458,-0.008094018073163595,0.011976469593421966,0.01620996112147503
-0.001654446123573715,-0.007781058285362515,-0.008090820680954536,0.011964160835444231,0.016223616149856582
-0.0016834630588845087,-0.007779519690615299,-0.008109548263893316,0.011958944037629449,0.01621219689196708
-0.0016918291678225002,-0.007780649596132786,-0.008118875994548318,0.011969377633259014,0.01619286829545517
-0.0016850016536317251,-0.007782476677395106,-0.008090027343038002,0.011963896389472052,0.016201162282764386
-0.001680770518076879,-0.007785024974945184,-0.008087575207659627,0.011957958375369514,0.01621289406771191
-0.001688247126926636,-0.00778153909622102,-0.008088608951005412,0.011958343024056316,0.016217990662812067
-0.0016870931808662234,-0.007780505352875234,-0.00808243053147362,0.011957405442882232,0.01619464729563164
-0.0016874778295530276,-0.007785145177659809,-0.008075002003709713,0.011956275537364744,0.01619770044458315
-0.0016716591523082038,-0.007782957488253611,-0.008063462543105587,0.011957838172654887,0.01621058617559109
-0.0016650960840896073,-0.007780577474504009,-0.008064760732423551,0.01195771796994026,0.016207725350982985
-0.0016703369224473144,-0.007779928379845028,-0.00806831873277649,0.011949568225888595,0.016192243241339114
-0.0016750729094035914,-0.007778894636499242,-0.008073920179278077,0.011941274238579382,0.01618717068678189
-0.0016766836257795842,-0.007780938082647889,-0.008078848490577755,0.011943077279298777,0.016199743890731796
-0.0016861315591492124,-0.007782909407167761,-0.008081084261069805,0.011955001388589707,0.016206547364379646
-0.0016954112087183644,-0.007782620920652658,-0.008079209098721634,0.011945914063363957,0.016188204430127667
-0.0016974306143240866,-0.00778682801566458,-0.008079329301436261,0.011926705669566672,0.016174741726089518
-0.0016961083844631972,-0.007784544164086678,-0.008082719017988724,0.011933340859414044,0.016186473511037053
-0.0016935841274560446,-0.007781635258392722,-0.008103874695762955,0.01196122788920735,0.01619440689020239
-0.0016871893430379244,-0.007780457271789385,-0.008107408655572971,0.011961612537894156,0.01618921413293053
-0.0016761306932923034,-0.007777043514693997,-0.00809389787044897,0.011947933468969678,0.016180751861820837
-0.001673654517371001,-0.007774927946916574,-0.008090892802583313,0.011946034266078584,0.016199094796072816
-0.001681251328935384,-0.007773148946740102,-0.008098561735776472,0.011967238024938666,0.0162046962425744
-0.001681419612735861,-0.007778389785097811,-0.008106422993313033,0.011974161701301141,0.016193036579255648
-0.0016747603823455634,-0.007780505352875234,-0.008090123505209703,0.011976734039394143,0.01618760341655454
-0.001656441488636512,-0.0077786061499841375,-0.008085002869566623,0.011979065972057895,0.016208302324013192
-0.0016530036909981993,-0.007782548799023881,-0.008092816046017333,0.011970651782034051,0.016226597177179315
